Sequence Index,Frequency
12892,1
12893,1
12894,1
12895,1
12896,1
12897,1
12898,1
12899,1
12900,1
12901,1
12902,1
12903,1
12904,1
12905,1
12906,1
12907,1
12908,1
12909,1
12910,1
12911,1
12912,1
12913,1
12914,1
12915,1
12916,1
12917,1
12918,1
12919,1
12920,1
12921,1
12922,1
12923,1
12924,1
12925,1
12926,1
12927,1
12928,1
12929,1
12930,1
12931,1
12932,1
12933,1
12934,1
12935,1
12936,1
12937,1
12938,1
12939,1
12940,1
12941,1
12942,1
12943,1
12944,1
12945,1
12946,1
12947,1
12948,1
12949,1
12950,1
12951,1
12952,1
12953,1
12954,1
12955,1
12956,1
12957,1
12958,1
12959,1
12960,1
12961,1
12962,1
12963,1
12964,1
12965,1
12966,1
12967,1
12968,1
12969,1
12970,1
12971,1
12972,1
12973,1
12974,3
12975,1
12976,1
12977,1
12978,1
12979,1
12980,1
12981,1
12982,1
12983,2
12984,1
12985,2
12986,3
12987,2
12988,2
12989,1
12990,2
12991,2
12992,3
12993,3
12994,2
12995,2
12996,2
12997,2
12998,2
12999,1
13000,4
13001,2
13002,2
13003,1
13004,1
13005,1
13006,1
13007,2
13008,2
13009,1
13010,2
13011,2
13012,1
13013,2
13014,4
13015,2
13016,2
13017,1
13018,1
13019,2
13020,1
13021,1
13022,1
13023,1
13024,1
13025,1
13026,2
13027,1
13028,1
13029,1
13030,1
13031,1
13032,1
13033,1
13034,1
13035,1
13036,1
13037,4
13038,2
13039,1
13040,1
13041,1
13042,1
13043,1
13044,1
13045,1
13046,1
13047,1
13048,1
13049,1
13050,1
13051,1
13052,1
13053,1
13054,1
13055,1
13056,1
13057,1
13058,1
13059,1
13060,1
13061,1
13062,1
13063,1
13064,3
13065,1
13066,1
13067,1
13068,1
13069,1
13070,1
13071,1
13072,1
13073,6
13074,1
13075,1
13076,1
13077,1
13078,1
13079,1
13080,1
13081,1
13082,1
13083,4
13084,1
13085,1
13086,1
13087,2
13088,4
13089,1
13090,1
13091,1
13092,1
13093,1
13094,1
13095,1
13096,1
13097,1
13098,3
13099,14
13100,4
13101,2
13102,3
13103,2
13104,1
13105,6
13106,7
13107,1
13108,4
13109,5
13110,2
13111,4
13112,7
13113,3
13114,11
13115,1
13116,1
13117,1
13118,1
13119,1
13120,3
13121,1
13122,3
13123,4
13124,3
13125,3
13126,1
13127,1
13128,1
13129,5
13130,10
13131,6
13132,6
13133,6
13134,3
13135,14
13136,1
13137,1
13138,1
13139,1
13140,1
13141,1
13142,1
13143,1
13144,1
13145,1
13146,1
13147,1
13148,1
13149,1
13150,1
13151,1
13152,1
13153,1
13154,1
13155,1
13156,1
13157,1
13158,1
13159,1
13160,1
13161,1
13162,1
13163,1
13164,1
13165,1
13166,1
13167,1
13168,1
13169,1
13170,1
13171,1
13172,1
13173,1
13174,1
13175,1
13176,2
13177,1
13178,1
13179,1
13180,1
13181,1
13182,1
13183,1
13184,1
13185,2
13186,1
13187,1
13188,1
13189,1
13190,1
13191,1
13192,1
13193,1
13194,1
13195,2
13196,2
13197,1
13198,1
13199,1
13200,1
13201,1
13202,1
13203,1
13204,1
13205,1
13206,1
13207,2
13208,1
13209,1
13210,1
13211,1
13212,1
13213,1
13214,1
13215,1
13216,1
13217,1
13218,1
13219,1
13220,1
13221,1
13222,1
13223,1
13224,1
13225,1
13226,1
13227,1
13228,1
13229,1
13230,1
13231,1
13232,1
13233,1
13234,1
13235,1
13236,1
13237,1
13238,1
13239,1
13240,1
13241,1
13242,1
13243,1
13244,2
13245,1
13246,1
13247,1
13248,2
13249,1
13250,1
13251,1
13252,1
13253,1
13254,1
13255,2
13256,1
13257,1
13258,1
13259,1
13260,1
13261,2
13262,1
13263,1
13264,1
13265,1
13266,1
13267,1
13268,1
13269,1
13270,2
13271,1
13272,1
13273,1
13274,1
13275,1
13276,1
13277,2
13278,1
13279,1
13280,1
13281,1
13282,1
13283,3
13284,1
13285,1
13286,2
13287,1
13288,1
13289,1
13290,1
13291,1
13292,1
13293,1
13294,1
13295,1
13296,2
13297,2
13298,1
13299,1
13300,1
13301,2
13302,3
13303,1
13304,1
13305,1
13306,1
13307,1
13308,1
13309,1
13310,1
13311,3
13312,1
13313,1
13314,4
13315,1
13316,1
13317,1
13318,1
13319,6
13320,1
13321,1
13322,1
13323,5
13324,3
13325,6
13326,4
13327,1
13328,1
13329,1
13330,1
13331,3
13332,1
13333,4
13334,2
13335,1
13336,1
13337,2
13338,3
13339,3
13340,1
13341,1
13342,6
13343,1
13344,1
13345,3
13346,4
13347,2
13348,1
13349,2
13350,1
13351,4
13352,2
13353,3
13354,3
13355,3
13356,5
13357,3
13358,3
13359,1
13360,1
13361,4
13362,4
13363,4
13364,1
13365,1
13366,2
13367,1
13368,4
13369,1
13370,1
13371,2
13372,1
13373,1
13374,2
13375,1
13376,1
13377,1
13378,1
13379,1
13380,3
13381,1
13382,1
13383,2
13384,3
13385,6
13386,1
13387,1
13388,1
13389,1
13390,1
13391,3
13392,6
13393,1
13394,4
13395,3
13396,1
13397,4
13398,1
13399,3
13400,4
13401,2
13402,1
13403,1
13404,1
13405,2
13406,4
13407,4
13408,1
13409,3
13410,1
13411,1
13412,4
13413,9
13414,1
13415,1
13416,3
13417,1
13418,2
13419,1
13420,6
13421,1
13422,1
13423,1
13424,1
13425,1
13426,1
13427,9
13428,7
13429,3
13430,1
13431,1
13432,1
13433,2
13434,1
13435,2
13436,2
13437,2
13438,2
13439,2
13440,3
13441,2
13442,4
13443,2
13444,2
13445,2
13446,1
13447,2
13448,2
13449,2
13450,2
13451,2
13452,2
13453,1
13454,2
13455,3
13456,4
13457,2
13458,2
13459,2
13460,1
13461,2
13462,2
13463,3
13464,2
13465,2
13466,2
13467,2
13468,1
13469,3
13470,1
13471,2
13472,2
13473,3
13474,3
13475,10
13476,1
13477,4
13478,1
13479,2
13480,3
13481,1
13482,1
13483,1
13484,1
13485,1
13486,1
13487,2
13488,2
13489,5
13490,2
13491,6
13492,2
13493,2
13494,4
13495,4
13496,3
13497,3
13498,3
13499,2
13500,3
13501,3
13502,3
13503,1
13504,1
13505,8
13506,1
13507,2
13508,1
13509,1
13510,1
13511,1
13512,1
13513,1
13514,1
13515,1
13516,1
13517,2
13518,7
13519,1
13520,1
13521,1
13522,5
13523,1
13524,1
13525,3
13526,4
13527,1
13528,1
13529,8
13530,2
13531,2
13532,1
13533,1
13534,1
13535,1
13536,1
13537,1
13538,3
13539,1
13540,3
13541,1
13542,1
13543,1
13544,3
13545,3
13546,4
13547,1
13548,7
13549,4
13550,4
13551,5
13552,2
13553,6
13554,4
13555,3
13556,3
13557,5
13558,3
13559,3
13560,2
13561,2
13562,3
13563,3
13564,1
13565,1
13566,1
13567,7
13568,2
13569,1
13570,2
13571,1
13572,1
13573,1
13574,1
13575,2
13576,2
13577,4
13578,9
13579,4
13580,5
13581,2
13582,7
13583,3
13584,2
13585,1
13586,2
13587,3
13588,1
13589,1
13590,1
13591,2
13592,9
13593,9
13594,1
13595,1
13596,1
13597,1
13598,1
13599,2
13600,1
13601,3
13602,1
13603,1
13604,4
13605,2
13606,4
13607,7
13608,4
13609,3
13610,1
13611,1
13612,1
13613,1
13614,1
13615,1
13616,2
13617,1
13618,1
13619,1
13620,1
13621,1
13622,1
13623,1
13624,2
13625,2
13626,1
13627,1
13628,1
13629,1
13630,1
13631,1
13632,1
13633,8
13634,1
13635,1
13636,1
13637,1
13638,3
13639,1
13640,1
13641,1
13642,1
13643,1
13644,1
13645,1
13646,1
13647,1
13648,1
13649,1
13650,1
13651,1
13652,1
13653,1
13654,1
13655,1
13656,1
13657,1
13658,1
13659,1
13660,1
13661,1
13662,1
13663,1
13664,1
13665,1
13666,1
13667,1
13668,1
13669,1
13670,1
13671,1
13672,1
13673,1
13674,1
13675,1
13676,1
13677,1
13678,1
13679,1
13680,1
13681,1
13682,1
13683,1
13684,1
13685,1
13686,1
13687,1
13688,1
13689,1
13690,2
13691,1
13692,1
13693,1
13694,1
13695,1
13696,1
13697,1
13698,1
13699,1
13700,1
13701,1
13702,1
13703,1
13704,1
13705,1
13706,1
13707,2
13708,2
13709,1
13710,1
13711,1
13712,1
13713,1
13714,1
13715,1
13716,1
13717,1
13718,1
13719,1
13720,1
13721,1
13722,1
13723,1
13724,1
13725,1
13726,7
13727,1
13728,1
13729,2
13730,1
13731,1
13732,1
13733,2
13734,1
13735,2
13736,1
13737,1
13738,1
13739,1
13740,1
13741,1
13742,2
13743,4
13744,1
13745,1
13746,1
13747,1
13748,1
13749,4
13750,1
13751,1
13752,1
13753,1
13754,1
13755,1
13756,1
13757,1
13758,1
13759,1
13760,1
13761,6
13762,1
13763,1
13764,1
13765,1
13766,1
13767,1
13768,1
13769,1
13770,2
13771,1
13772,2
13773,2
13774,2
13775,1
13776,1
13777,1
13778,1
13779,1
13780,1
13781,1
13782,2
13783,1
13784,1
13785,2
13786,1
13787,1
13788,2
13789,1
13790,1
13791,2
13792,1
13793,1
13794,2
13795,2
13796,2
13797,1
13798,1
13799,2
13800,1
13801,2
13802,2
13803,2
13804,1
13805,1
13806,1
13807,2
13808,1
13809,2
13810,1
13811,1
13812,1
13813,1
13814,1
13815,1
13816,1
13817,2
13818,2
13819,2
13820,2
13821,1
13822,1
13823,2
13824,1
13825,1
13826,1
13827,2
13828,2
13829,2
13830,1
13831,2
13832,2
13833,2
13834,2
13835,1
13836,1
13837,1
13838,2
13839,2
13840,1
13841,2
13842,1
13843,1
13844,2
13845,2
13846,1
13847,1
13848,1
13849,2
13850,2
13851,2
13852,2
13853,1
13854,1
13855,1
13856,1
13857,2
13858,2
13859,2
13860,2
13861,1
13862,1
13863,1
13864,1
13865,1
13866,1
13867,1
13868,1
13869,1
13870,1
13871,1
13872,1
13873,1
13874,1
13875,1
13876,1
13877,1
13878,1
13879,1
13880,1
13881,1
13882,2
13883,2
13884,1
13885,2
13886,1
13887,1
13888,1
13889,1
13890,1
13891,1
13892,1
13893,1
13894,1
13895,1
13896,1
13897,1
13898,1
13899,1
13900,3
13901,4
13902,1
13903,1
13904,1
13905,1
13906,1
13907,3
13908,1
13909,1
13910,1
13911,1
13912,1
13913,1
13914,1
13915,1
13916,1
13917,1
13918,1
13919,1
13920,2
13921,1
13922,2
13923,1
13924,1
13925,1
13926,1
13927,1
13928,1
13929,1
13930,5
13931,6
13932,6
13933,6
13934,1
13935,6
13936,5
13937,6
13938,6
13939,6
13940,6
13941,6
13942,6
13943,3
13944,6
13945,5
13946,4
13947,6
13948,6
13949,6
13950,6
13951,6
13952,6
13953,6
13954,6
13955,3
13956,6
13957,6
13958,5
13959,2
13960,4
13961,6
13962,6
13963,6
13964,6
13965,6
13966,6
13967,6
13968,5
13969,6
13970,5
13971,5
13972,6
13973,6
13974,6
13975,6
13976,6
13977,5
13978,3
13979,5
13980,5
13981,5
13982,3
13983,3
13984,5
13985,5
13986,4
13987,6
13988,5
13989,5
13990,5
13991,5
13992,1
13993,2
13994,4
13995,6
13996,2
13997,4
13998,6
13999,5
14000,3
14001,5
14002,5
14003,6
14004,5
14005,6
14006,1
14007,6
14008,6
14009,6
14010,5
14011,6
14012,6
14013,2
14014,4
14015,1
14016,2
14017,1
14018,1
14019,1
14020,1
14021,1
14022,1
14023,1
14024,1
14025,1
14026,1
14027,1
14028,1
14029,1
14030,1
14031,1
14032,1
14033,2
14034,1
14035,1
14036,1
14037,1
14038,1
14039,1
14040,1
14041,1
14042,1
14043,1
14044,1
14045,1
14046,1
14047,1
14048,1
14049,1
14050,8
14051,1
14052,1
14053,4
14054,1
14055,3
14056,2
14057,6
14058,6
14059,3
14060,2
14061,2
14062,1
14063,2
14064,1
14065,1
14066,1
14067,2
14068,2
14069,2
14070,1
14071,2
14072,2
14073,1
14074,1
14075,2
14076,1
14077,2
14078,1
14079,1
14080,2
14081,1
14082,1
14083,1
14084,1
14085,1
14086,1
14087,1
14088,1
14089,1
14090,1
14091,1
14092,1
14093,1
14094,1
14095,1
14096,1
14097,1
14098,2
14099,2
14100,1
14101,2
14102,1
14103,1
14104,1
14105,1
14106,1
14107,1
14108,2
14109,2
14110,1
14111,2
14112,2
14113,2
14114,1
14115,2
14116,1
14117,2
14118,1
14119,2
14120,2
14121,2
14122,1
14123,1
14124,2
14125,2
14126,2
14127,2
14128,2
14129,2
14130,2
14131,2
14132,1
14133,3
14134,2
14135,1
14136,1
14137,1
14138,2
14139,1
14140,1
14141,1
14142,1
14143,1
14144,2
14145,3
14146,3
14147,2
14148,1
14149,1
14150,3
14151,4
14152,3
14153,1
14154,3
14155,3
14156,2
14157,2
14158,3
14159,3
14160,3
14161,2
14162,3
14163,3
14164,3
14165,3
14166,3
14167,2
14168,1
14169,2
14170,4
14171,3
14172,1
14173,1
14174,2
14175,3
14176,4
14177,2
14178,1
14179,1
14180,4
14181,4
14182,3
14183,1
14184,3
14185,1
14186,1
14187,1
14188,1
14189,1
14190,1
14191,3
14192,2
14193,1
14194,2
14195,3
14196,1
14197,1
14198,1
14199,1
14200,1
14201,2
14202,3
14203,3
14204,2
14205,3
14206,3
14207,2
14208,3
14209,2
14210,1
14211,2
14212,3
14213,3
14214,1
14215,1
14216,1
14217,3
14218,4
14219,1
14220,1
14221,1
14222,4
14223,1
14224,2
14225,2
14226,2
14227,2
14228,2
14229,1
14230,2
14231,1
14232,1
14233,1
14234,1
14235,1
14236,1
14237,1
14238,1
14239,3
14240,1
14241,3
14242,3
14243,3
14244,1
14245,4
14246,3
14247,4
14248,1
14249,3
14250,3
14251,2
14252,3
14253,2
14254,1
14255,1
14256,1
14257,2
14258,5
14259,10
14260,1
14261,1
14262,1
14263,7
14264,4
14265,1
14266,1
14267,1
14268,5
14269,2
14270,3
14271,5
14272,1
14273,3
14274,1
14275,6
14276,6
14277,6
14278,2
14279,1
14280,3
14281,4
14282,1
14283,2
14284,2
14285,1
14286,1
14287,1
14288,1
14289,2
14290,1
14291,1
14292,1
14293,1
14294,1
14295,1
14296,1
14297,1
14298,1
14299,1
14300,1
14301,2
14302,1
14303,1
14304,1
14305,1
14306,2
14307,1
14308,2
14309,1
14310,1
14311,2
14312,1
14313,1
14314,1
14315,1
14316,1
14317,1
14318,1
14319,1
14320,1
14321,1
14322,2
14323,2
14324,1
14325,1
14326,1
14327,1
14328,1
14329,3
14330,1
14331,1
14332,1
14333,2
14334,2
14335,1
14336,1
14337,5
14338,2
14339,4
14340,1
14341,1
14342,1
14343,1
14344,1
14345,1
14346,4
14347,1
14348,1
14349,1
14350,1
14351,1
14352,5
14353,1
14354,1
14355,3
14356,3
14357,2
14358,3
14359,3
14360,1
14361,1
14362,1
14363,1
14364,1
14365,1
14366,1
14367,1
14368,1
14369,1
14370,1
14371,1
14372,1
14373,1
14374,1
14375,1
14376,1
14377,1
14378,1
14379,1
14380,1
14381,1
14382,1
14383,1
14384,1
14385,1
14386,1
14387,3
14388,1
14389,3
14390,3
14391,1
14392,3
14393,1
14394,1
14395,1
14396,1
14397,1
14398,1
14399,1
14400,1
14401,1
14402,1
14403,1
14404,1
14405,1
14406,1
14407,1
14408,1
14409,1
14410,1
14411,1
14412,1
14413,1
14414,2
14415,2
14416,2
14417,2
14418,2
14419,2
14420,2
14421,1
14422,1
14423,5
14424,4
14425,3
14426,1
14427,2
14428,2
14429,2
14430,2
14431,2
14432,1
14433,2
14434,2
14435,1
14436,2
14437,1
14438,1
14439,1
14440,1
14441,2
14442,1
14443,1
14444,2
14445,1
14446,1
14447,1
14448,1
14449,1
14450,1
14451,1
14452,1
14453,1
14454,1
14455,1
14456,1
14457,1
14458,1
14459,1
14460,1
14461,2
14462,1
14463,4
14464,1
14465,1
14466,1
14467,2
14468,2
14469,2
14470,1
14471,1
14472,2
14473,2
14474,2
14475,2
14476,1
14477,2
14478,1
14479,2
14480,1
14481,1
14482,1
14483,1
14484,3
14485,3
14486,5
14487,7
14488,7
14489,2
14490,2
14491,4
14492,13
14493,8
14494,2
14495,3
14496,5
14497,7
14498,7
14499,10
14500,11
14501,8
14502,4
14503,2
14504,2
14505,2
14506,2
14507,5
14508,2
14509,5
14510,3
14511,1
14512,2
14513,5
14514,3
14515,6
14516,1
14517,4
14518,2
14519,7
14520,1
14521,3
14522,2
14523,4
14524,6
14525,2
14526,3
14527,1
14528,1
14529,1
14530,1
14531,1
14532,1
14533,1
14534,1
14535,1
14536,3
14537,1
14538,1
14539,1
14540,1
14541,1
14542,1
14543,1
14544,1
14545,1
14546,1
14547,1
14548,1
14549,1
14550,1
14551,1
14552,1
14553,1
14554,1
14555,1
14556,1
14557,1
14558,1
14559,1
14560,1
14561,1
14562,1
14563,1
14564,1
14565,1
14566,1
14567,1
14568,1
14569,1
14570,1
14571,1
14572,1
14573,1
14574,1
14575,1
14576,1
14577,1
14578,1
14579,1
14580,1
14581,1
14582,1
14583,1
14584,1
14585,1
14586,1
14587,1
14588,1
14589,1
14590,1
14591,1
14592,1
14593,1
14594,1
14595,1
14596,1
14597,1
14598,1
14599,1
14600,1
14601,1
14602,1
14603,6
14604,3
14605,1
14606,2
14607,2
14608,1
14609,2
14610,2
14611,1
14612,2
14613,1
14614,2
14615,2
14616,1
14617,2
14618,3
14619,5
14620,1
14621,2
14622,4
14623,2
14624,1
14625,1
14626,1
14627,1
14628,1
14629,1
14630,1
14631,1
14632,1
14633,1
14634,1
14635,1
14636,1
14637,1
14638,1
14639,3
14640,1
14641,1
14642,1
14643,1
14644,3
14645,2
14646,3
14647,5
14648,1
14649,1
14650,1
14651,1
14652,1
14653,2
14654,1
14655,1
14656,2
14657,1
14658,1
14659,1
14660,2
14661,1
14662,2
14663,1
14664,2
14665,2
14666,1
14667,1
14668,4
14669,1
14670,1
14671,2
14672,1
14673,1
14674,1
14675,1
14676,1
14677,1
14678,2
14679,1
14680,1
14681,1
14682,2
14683,1
14684,1
14685,1
14686,1
14687,1
14688,1
14689,1
14690,1
14691,1
14692,1
14693,1
14694,1
14695,1
14696,1
14697,1
14698,1
14699,1
14700,1
14701,1
14702,1
14703,1
14704,1
14705,1
14706,1
14707,1
14708,1
14709,1
14710,1
14711,1
14712,1
14713,1
14714,1
14715,1
14716,2
14717,1
14718,1
14719,1
14720,1
14721,1
14722,1
14723,1
14724,1
14725,1
14726,1
14727,1
14728,1
14729,1
14730,1
14731,1
14732,1
14733,1
14734,1
14735,1
14736,1
14737,1
14738,2
14739,1
14740,1
14741,1
14742,1
14743,1
14744,1
14745,1
14746,1
14747,1
14748,1
14749,1
14750,1
14751,1
14752,1
14753,1
14754,1
14755,1
14756,1
14757,1
14758,1
14759,1
14760,1
14761,1
14762,1
14763,1
14764,1
14765,1
14766,1
14767,2
14768,4
14769,1
14770,1
14771,1
14772,1
14773,1
14774,1
14775,1
14776,1
14777,1
14778,1
14779,1
14780,1
14781,1
14782,1
14783,1
14784,1
14785,1
14786,1
14787,1
14788,1
14789,1
14790,1
14791,1
14792,1
14793,1
14794,1
14795,1
14796,1
14797,1
14798,1
14799,1
14800,1
14801,1
14802,1
14803,1
14804,1
14805,1
14806,1
14807,1
14808,1
14809,1
14810,2
14811,1
14812,1
14813,1
14814,1
14815,1
14816,1
14817,1
14818,1
14819,1
14820,1
14821,1
14822,1
14823,1
14824,1
14825,1
14826,1
14827,1
14828,1
14829,1
14830,1
14831,1
14832,1
14833,1
14834,1
14835,1
14836,1
14837,1
14838,1
14839,1
14840,1
14841,1
14842,2
14843,2
14844,1
14845,1
14846,1
14847,1
14848,1
14849,1
14850,1
14851,1
14852,1
14853,1
14854,2
14855,1
14856,1
14857,1
14858,1
14859,1
14860,1
14861,1
14862,1
14863,1
14864,1
14865,1
14866,1
14867,1
14868,1
14869,1
14870,1
14871,1
14872,1
14873,1
14874,1
14875,1
14876,1
14877,1
14878,1
14879,1
14880,2
14881,2
14882,2
14883,1
14884,2
14885,2
14886,1
14887,2
14888,1
14889,3
14890,3
14891,3
14892,3
14893,3
14894,2
14895,1
14896,2
14897,2
14898,2
14899,2
14900,1
14901,2
14902,2
14903,2
14904,1
14905,2
14906,2
14907,2
14908,3
14909,2
14910,2
14911,1
14912,1
14913,1
14914,2
14915,1
14916,1
14917,2
14918,2
14919,2
14920,2
14921,2
14922,2
14923,1
14924,2
14925,1
14926,2
14927,1
14928,3
14929,1
14930,1
14931,1
14932,2
14933,2
14934,2
14935,1
14936,2
14937,1
14938,2
14939,1
14940,2
14941,2
14942,2
14943,8
14944,1
14945,9
14946,1
14947,2
14948,1
14949,3
14950,1
14951,1
14952,2
14953,1
14954,2
14955,2
14956,1
14957,1
14958,1
14959,1
14960,1
14961,1
14962,1
14963,2
14964,1
14965,2
14966,1
14967,1
14968,1
14969,1
14970,2
14971,1
14972,2
14973,1
14974,1
14975,1
14976,1
14977,2
14978,1
14979,1
14980,1
14981,5
14982,1
14983,1
14984,1
14985,2
14986,1
14987,1
14988,1
14989,1
14990,1
14991,1
14992,1
14993,1
14994,1
14995,1
14996,2
14997,5
14998,1
14999,1
15000,2
15001,1
15002,1
15003,2
15004,1
15005,1
15006,1
15007,1
15008,1
15009,1
15010,1
15011,1
15012,1
15013,1
15014,1
15015,2
15016,1
15017,1
15018,1
15019,5
15020,1
15021,1
15022,1
15023,2
15024,3
15025,1
15026,1
15027,1
15028,3
15029,3
15030,2
15031,2
15032,2
15033,2
15034,3
15035,1
15036,1
15037,1
15038,1
15039,1
15040,3
15041,3
15042,1
15043,8
15044,1
15045,7
15046,4
15047,2
15048,1
15049,4
15050,3
15051,2
15052,1
15053,4
15054,3
15055,2
15056,3
15057,4
15058,7
15059,7
15060,5
15061,1
15062,2
15063,2
15064,1
15065,3
15066,2
15067,1
15068,1
15069,1
15070,1
15071,2
15072,1
15073,1
15074,1
15075,5
15076,2
15077,1
15078,4
15079,1
15080,1
15081,3
15082,1
15083,1
15084,1
15085,1
15086,1
15087,1
15088,1
15089,5
15090,1
15091,1
